 naïve Bayes  knn 
    
    
    
    
unk,len,log_parse 0.751336478907 0.21238840794 0.740583026883 0.254453479896
    
    
    
    
    
unk,len_ratio,bigram 0.611265515034 0.209576788344 0.736379704365 0.214897651425
    
    
    
    
    
unk,len_ratio,ngram 0.626092032765 0.19289503812 0.59484269809 0.206577825046
    
ngram 0.18658396313 0.0493540120862 0.128134418209 0.0144092191692
    
    
    
    
    
unk,len_ratio,trigram 0.669195453592 0.201171397337 0.756556290728 0.212028967975
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
all -0.0594025291245 -0.0381668350962 0.984308005125 0.975824809545
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio 0.66932348367 0.239420666082 0.606725534549 0.203989371238
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio,conf_parse-ratio 0.719855193858 0.200676688477 0.79705706166 0.245430638791
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio,log_parse 0.811723204871 0.256482667674 0.753981094228 0.232135888497
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,NP_ratio,conf_parse-ratio 0.750345229079 0.21476855385 0.776372982858 0.226810430405
    
    
    
    
unk,len_ratio 0.665403001253 0.198756939232 0.7278573119 0.235913801772
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio,conf_parse-ratio(broken) 0.771958276837 0.201065412714 0.751796217494 0.240289003068
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio,conf_parse-ratio 0.782204118999 0.254445861016 0.75058320303 0.243767860766
    
    
    
    
    
    
    
    
    
unk,len_ratio,n_parse,VP_ratio,conf_avg-ratio 0.754945872103 0.206939701675 0.779332014585 0.228832809364
